Date,Actual,ARIMA,SARIMAX,PROPHET
2022-01-03,30.999261948058244,35.859335621204906,35.94979396969753,37.78647765660594
2022-01-10,39.84471201695256,35.846707935822586,36.87871674516752,36.28458522109702
2022-01-17,38.27797164212425,35.836065185621315,36.311804329795216,35.0850443885154
2022-01-24,36.369886018061614,35.827095360319426,37.03316022335812,35.663397006259785
2022-01-31,41.91937493631068,35.819535494267434,37.446180263986264,37.006005244292595
2022-02-07,35.98122113885248,35.81316395716381,36.511430363821226,37.007804774070046
2022-02-14,34.843458582485354,35.807793956586586,35.228864112683695,35.38596834784787
2022-02-21,35.601373813016785,35.80326806185658,35.007868165070064,34.25778338254499
2022-02-28,33.76491417270291,35.79945358868986,39.29224895316817,35.54343502644541
2022-03-07,40.547465262951185,35.79623870933281,39.93966908125524,38.4912495996008
2022-03-14,37.864015512714815,35.79352917414181,40.18514586276324,40.52329934518962
2022-03-21,38.59192557201842,35.79124554849497,39.688696891230705,40.35822283214336
2022-03-28,42.20428950125053,35.78932088403139,41.50775875781682,39.44193222183787
2022-04-04,37.93444688528526,35.7876987559464,41.70683790062592,39.895242205497404
2022-04-11,39.37230628873177,35.78633160880262,41.5242750688804,41.679978982067986
2022-04-18,37.5546059513977,35.78517936236163,42.82971038745454,42.685822900048024
2022-04-25,40.02947470500226,35.7842082365638,40.55487898451389,41.621445617641584
2022-05-02,40.548133621430026,35.78338976120846,41.114348381942634,39.8734381893813
2022-05-09,36.45368689724403,35.78269994130172,39.26632330204549,39.740875009146116
2022-05-16,39.14756150648685,35.78211855360248,39.663406543325536,41.165007903993086
2022-05-23,42.02241535341642,35.781628553743765,41.58061814272202,41.215894361260034
2022-05-30,41.83457460214489,35.78121557654826,33.68285756360675,37.30175094583255
2022-06-06,34.464104329728684,35.7808675148887,23.787547875338948,30.38112822881209
2022-06-13,23.1260308395331,35.78057416474691,24.201483642973905,24.287993616858326
2022-06-20,20.36771732262852,35.78032692606571,24.76272321178371,21.90672150468803
2022-06-27,21.505125892567097,35.78011855062362,23.05066555478482,22.632429256164997
2022-07-04,21.51471695678152,35.779942929540965,23.99752057430917,23.804003286276888
2022-07-11,17.846450034410736,35.779794914187704,25.834272180564884,23.935801855070675
2022-07-18,23.75775349301354,35.779670165242585,24.893163959887065,23.721130610760717
2022-07-25,22.975773081434898,35.779565025478604,23.8173264524566,24.053332665964987
2022-08-01,29.952269820553692,35.77947641254516,23.86899434274881,24.258921768047642
2022-08-08,18.728738191666636,35.77940172860375,24.734180679415296,23.20700761845159
2022-08-15,29.406814530367893,35.779338784167905,23.13067724417522,21.764984625074355
2022-08-22,19.484639444375027,35.77928573391467,25.57807420025331,22.880889913499296
2022-08-29,25.298724961385304,35.77924102258586,36.8430155655927,28.472842628143894
2022-09-05,39.72069020756125,35.779203339392986,43.632814437703836,36.67138699002534
2022-09-12,39.42593885661967,35.779171579589324,43.08873820088317,43.04064500848337
2022-09-19,43.60137549309597,35.77914481208233,42.0231200422944,44.78255117897768
2022-09-26,41.404807260531314,35.77912225213711,43.34504941739144,43.248443351545504
2022-10-03,43.13599932469337,35.77910323837059,43.302369977700664,41.98762532318723
2022-10-10,40.05372355686574,35.77908721336194,44.51454350371733,42.78800297115174
2022-10-17,47.43717809914127,35.77907370731084,42.50074610703921,44.32014840808481
2022-10-24,45.005146173771145,35.77906232426449,44.59292221393732,44.557514185947035
2022-10-31,47.68306951868382,35.77905273050956,43.85197810182069,43.54012335708888
2022-11-07,42.00023566538527,35.779044644788854,42.75732540014567,42.98974706586544
2022-11-14,43.48762232034723,35.77903783005574,43.234835466901146,43.59452656620719
2022-11-21,42.53063991647744,35.779032086524765,42.390897706403315,43.79456468201799
2022-11-28,41.753007092945936,35.77902724581456,39.80324084642902,41.79765892144225
2022-12-05,37.256460679475076,35.7790231660115,36.00546446204928,38.190374990956265
2022-12-12,30.464686135059882,35.77901972750923,35.752020222589074,35.61806422625119
2022-12-19,40.41850710417275,35.77901682950222,37.92640819770897,35.76458077085887
2022-12-26,38.86862898978284,35.77901438703048,37.982251595408684,37.3959759539911
2023-01-02,33.40072612273234,35.77901232848881,35.64822843894699,37.94561867553994
2023-01-09,36.69547113290162,35.77901059352756,36.57821968467791,36.637043619263395
2023-01-16,44.64160782255775,35.7790091312834,36.013074445510796,35.2183695290328
2023-01-23,35.405698594273595,35.77900789888817,36.73558094656187,35.4803283275381
2023-01-30,39.0372527117513,35.77900686021209,37.14988936487977,36.85000730060605
2023-02-06,31.586107023828117,35.779005984804634,36.217056722854466,37.19377267252559
2023-02-13,37.780059464132414,35.779005247001734,34.93656423561473,35.75457742523994
2023-02-20,38.38418714367251,35.77900462517345,34.71713275090941,34.3464009661259
2023-02-27,42.285656628725626,35.77900410108982,39.000941756266705,35.167877408785436
2023-03-06,38.68396801203591,35.77900365938646,39.64950064844816,37.99311850112093
2023-03-13,43.15063629900654,35.77900328711407,39.89629843575418,40.3589276630622
2023-03-20,43.182464330979876,35.77900297335887,39.401513372940386,40.54929999145948
2023-03-27,40.4794188728403,35.779002708922576,41.22113764152725,39.58615930534371
2023-04-03,42.06511690715644,35.7790024860528,41.421536997358864,39.71376680391379
2023-04-10,39.450280097605955,35.779002298215744,41.24046719002525,41.38569237558584
2023-04-17,42.736250917815056,35.779002139904634,42.546685094593066,42.69113453397759
2023-04-24,39.48247239408075,35.77900200647831,40.27432032081423,41.96974126438284
2023-05-01,42.25751149987534,35.77900189402516,40.83490994286003,40.15499609994516
2023-05-08,37.580360748136556,35.77900179924842,38.98913514660357,39.638526780368466
2023-05-15,39.14227231182073,35.77900171936956,39.38740070192758,40.94336104078337
2023-05-22,37.093656478394216,35.77900165204679,41.30506919266365,41.49546985555293
2023-05-29,42.7101627074124,35.779001595306426,33.412395255527954,38.3398062631909
2023-06-05,30.968844859056397,35.77900154748504,23.52310874853667,31.71540292673903
2023-06-12,23.519693734452044,35.779001507180645,23.938190074445547,25.182160060359557
2023-06-19,20.14410791256619,35.77900147321167,24.500498506149846,22.078046378104354
2023-06-26,26.409067557587232,35.77900144458225,22.790576638771746,22.42895137811353
2023-07-03,21.744945435332355,35.77900142045306,23.73830424751823,23.697899915600466
2023-07-10,31.206506195607474,35.77900140011673,25.575501030666743,24.01288180604439
2023-07-17,22.696032734066158,35.779001382977036,24.636143399955404,23.764763404966075
2023-07-24,27.53674651225242,35.779001368531524,23.562113216466486,24.00012550346871
2023-07-31,32.03824110831762,35.77900135635669,23.615048873384954,24.332951283907093
2023-08-07,34.96763452583779,35.779001346095605,24.481111795248523,23.522578225153453
2023-08-14,19.591965439178725,35.77900133744745,22.879644440691397,21.96592074349496
2023-08-21,27.1738701155407,35.77900133015869,25.32715690531592,22.403168156610153
2023-08-28,18.33413419211773,35.779001324015645,36.588041298038036,27.212702218013632
2023-09-04,46.56163912819297,35.779001318838226,43.37589072560992,35.24611104470582
2023-09-11,46.38594244579059,35.779001314474634,42.833323182414084,42.250383527074014
2023-09-18,40.36513838074176,35.77900131079696,41.76945348423582,44.83866116953587
2023-09-25,46.95204940373488,35.77900130769737,43.09199675655031,43.638750935127526
2023-10-02,41.40548552347857,35.779001305085,43.050569347942115,42.10462462105876
2023-10-09,43.599114542951,35.779001302883266,44.26339553974486,42.55995838173892
2023-10-16,49.841244841239,35.77900130102763,42.2517683906533,44.13723035236379
2023-10-23,46.30744846813884,35.77900129946367,44.34416847041734,44.67949832121449
2023-10-30,45.38256068407039,35.77900129814555,43.60478038384404,43.77665803849523
2023-11-06,45.07384439452211,35.779001297034625,42.51184442554429,43.02795091874026
2023-11-13,42.5996769095027,35.77900129609833,42.99032213207125,43.48649271543941
2023-11-20,45.65119898370403,35.7790012953092,42.147969993682956,43.92618663358942
2023-11-27,43.116154327361045,35.77900129464412,39.562716268727165,42.36532601501275
2023-12-04,39.55504727185005,35.779001294083585,35.76790847273075,38.8787181833647
2023-12-11,33.09650930546723,35.77900129361115,35.51575212337672,35.927158451101185
2023-12-18,36.54756141981844,35.779001293212986,37.69027480053067,35.59496337980509
2023-12-25,32.96981505705186,35.77900129287741,37.747247627200004,37.15461513948288
2024-01-01,35.51466194763829,35.77900129259458,35.41547684211822,38.037623565593876
