Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
0,1,1,-0.12296377083550436,-0.26085924770141106,0.8023133333385485,-0.46987770328605355,1.6494198910507099,1.4734631507344618,0.9360434987572515,2.9634435175415175,1.6471043464295245
0,0,4,0.1828861157450998,-0.315545282939246,0.8162789490196852,-2.4377509558069863,-1.468168673075223,-1.4758435255769289,-1.4090668317491857,0.9125719479690744,-0.14146289131070122
0,5,2,-1.346363317157921,-0.977727283091674,0.8162789490196852,-0.768113363637705,-1.5140155637241337,-0.9086691647478153,-0.4123949412839498,-0.24697769268063272,-0.8663032981843716
0,2,4,0.1828861157450998,-1.2111542443625958,0.8162789490196852,0.12128767709773812,-1.0096997665861147,-1.022104036913638,-0.7055337325972545,-0.40835838293833027,0.10564179285077731
0,8,0,-0.4288136574161085,-0.5753255246519529,0.8162789490196852,-0.600924924445867,-0.5512308600970075,-0.9086691647478153,-0.23651166649596705,-0.7269291184496469,0.27037824895842993
0,3,2,-1.346363317157921,-0.47118416088454557,0.8162789490196852,-1.1009372598758989,-0.505383969448096,-0.9086691647478153,-1.2331835569612029,0.7036038431114495,-0.8286492510740513
0,7,1,-0.12296377083550436,-0.8403975507200057,0.8162789490196852,-0.2300680267309015,0.365706952881208,1.4734631507344618,1.5223210813838615,1.3224404405806798,1.4776611344330814
1,9,2,-1.346363317157921,-0.9897430031321246,0.8162789490196852,-1.9587432292748006,-0.505383969448096,-0.9086691647478153,-1.2331835569612029,-0.43660372584952445,-0.8286492510740513
1,1,0,-0.4288136574161085,-1.0006558780279171,0.8162789490196852,0.21762076010308834,0.5490945154768511,0.2256795569104127,-0.23651166649596705,0.5873579702627733,0.6327984523952646
1,0,3,1.7121355486481207,-1.8341496700812023,0.8162789490196852,0.45958256585179913,-0.09276195360789975,0.2256795569104119,0.3497659161306422,-1.3548229102339202,-1.3416856429521684
1,2,1,-0.12296377083550436,-0.3724822202991588,0.8162789490196852,0.4747952614999409,1.0075634219659588,1.4734631507344618,2.10859866401047,3.116212142238389,1.7035854170950053
1,8,0,-0.4288136574161085,-0.29265507646981676,0.8162789490196852,-0.24635071272366224,-0.5512308600970075,-0.9086691647478153,-0.23651166649596705,-0.334528764493465,0.27037824895842993
1,3,3,1.7121355486481207,-0.44087671006650747,0.8162789490196852,1.3542070010543263,0.5032476248279404,0.2256795569104119,-0.17788390823330613,0.6290325832077952,-1.3322721311745884
1,7,3,1.7121355486481207,-0.26720782584433483,0.8115868179829615,-0.9337517146849337,-0.09276195360789975,0.8495713538224376,0.8774157404945914,1.2249835157266655,-1.2946180840642676
2,1,2,-1.346363317157921,-1.4515132291766928,0.8162789490196852,1.7918568016717056,-0.0010681723100781967,-0.39821224000161226,-0.8227892491225763,-0.7222965461412467,-0.7015668420767195
2,0,1,-0.12296377083550436,-0.5034447804365039,0.8162789490196852,0.7035296249851136,0.365706952881208,0.7928539177395255,0.9360434987572515,1.9109276626115537,1.2705638753263189
2,5,0,-0.4288136574161085,-0.7237169169285598,0.8162789490196852,1.1563304162635444,-1.1013935478839367,-0.3414948039187017,0.23251039960532036,0.6979394466341672,0.31979918579072564
2,2,2,-1.346363317157921,-0.8936837542738663,0.8162789490196852,0.9609596054206553,-0.505383969448096,-0.39821224000161226,-0.002000633445323362,0.027749817112288327,-0.6874465744103493
2,8,1,-0.12296377083550436,-0.7605340076392951,0.8162789490196852,1.2717742413446025,0.365706952881208,0.11224468474458918,0.9360434987572515,-0.8499513147427842,1.1576017339953573
2,3,4,0.1828861157450998,-1.970952716972759,0.8162789490196852,-0.5070133585043104,-1.0096997665861147,-1.4758435255769289,-1.760833381325151,-1.5733145968550744,-0.10851560008917102
2,7,4,0.1828861157450998,1.4968121798575884,-1.7651495892937217,-0.3432309851166941,-1.468168673075223,-1.022104036913638,-1.05730028217322,-1.653732442969681,-0.026147372035344313
3,9,1,-0.12296377083550436,-0.9842192323675194,0.8162789490196852,-2.021332119175467,1.0075634219659588,0.7928539177395255,0.3497659161306422,0.5163747092894877,1.308217922436639
3,1,4,0.1828861157450998,0.09687035711579677,0.27977113216526134,-0.8460842158752249,-0.5512308600970075,-1.022104036913638,-1.4090668317491857,0.3623181239954302,0.0891681472400118
3,0,3,1.7121355486481207,-0.8660528407014597,0.8162789490196852,1.2350894697823478,-0.09276195360789975,0.2256795569104119,0.3497659161306422,-0.23250881892938105,-1.3416856429521684
3,2,1,-0.12296377083550436,-0.059680761557201555,0.5084482252711819,-1.321519377281339,1.0075634219659588,1.4734631507344618,2.10859866401047,2.0199430939522496,1.7035854170950053
3,6,3,1.7121355486481207,0.09800377030192667,0.27811553471639266,1.3902605143259497,1.6952667816996205,1.4734631507344618,1.4050655648585388,0.3285573119366124,-1.1557687853449607
3,8,4,0.1828861157450998,-1.1097325245483858,0.8162789490196852,0.027251990463370773,-1.468168673075223,-1.9295830142402197,-1.4090668317491857,-1.6358606583908561,-0.20735747375376243
3,3,3,1.7121355486481207,-1.5583011007903165,0.8162789490196852,0.8559154176839615,0.5032476248279404,0.2256795569104119,-0.17788390823330613,-0.9029692677444363,-1.3322721311745884
3,7,1,-0.12296377083550436,-2.0447517994181235,0.8162789490196852,-0.7204774144140129,0.365706952881208,1.4734631507344618,1.5223210813838615,-1.6184551246855323,1.4776611344330814
4,9,4,0.1828861157450998,-2.015613316441792,0.8162789490196852,1.5477284776806952,-1.0096997665861147,-1.4758435255769289,-1.760833381325151,-1.623047719793558,-0.10851560008917102
4,1,0,-0.4288136574161085,-1.472474710474024,0.8162789490196852,0.811968647266326,0.5490945154768511,0.2256795569104127,-0.23651166649596705,-0.6663059804728297,0.6327984523952646
4,4,0,-0.4288136574161085,-1.1677967458060405,0.8162789490196852,0.3766099886922772,1.0992572032637804,0.7928539177395255,0.23251039960532036,-1.6938139956260108,0.8799031365567431
4,0,1,-0.12296377083550436,-0.7235823205084165,0.8162789490196852,-0.6016828029798215,0.365706952881208,0.7928539177395255,0.9360434987572515,1.0425638706321096,1.2705638753263189
4,5,1,-0.12296377083550436,-0.7050839050906395,0.8162789490196852,0.2958971819991593,-0.27614951620354283,0.7928539177395255,1.5223210813838615,1.3806491434914352,1.2329098282159985
4,2,2,-1.346363317157921,-0.864647289150191,0.8162789490196852,0.2252638848750093,-0.505383969448096,-0.39821224000161226,-0.002000633445323362,0.26338800662052414,-0.6874465744103493
4,6,1,-0.12296377083550436,-0.6642118515525642,0.8162789490196852,-0.16517598420473192,2.2912763601354604,2.1540723837293982,2.10859866401047,-0.32815174425162635,2.0801258881982103
4,3,4,0.1828861157450998,-1.1840635934068202,0.8162789490196852,-0.3838035257267658,-1.0096997665861147,-1.4758435255769289,-1.760833381325151,-0.4912080012265959,-0.10851560008917102
5,9,2,-1.346363317157921,0.8873403908270093,-0.8748829580044399,0.1460210645355906,-0.505383969448096,-0.9086691647478153,-1.2331835569612029,-0.7992210461869367,-0.8286492510740513
5,4,1,-0.12296377083550436,-1.1678258482583588,0.8162789490196852,1.4514142008441238,2.2912763601354604,2.1540723837293982,1.5223210813838615,-1.688325554504639,1.9859907704224093
5,0,3,1.7121355486481207,1.2936050635369216,-1.4683212238847814,-0.005514192940797739,-0.09276195360789975,0.2256795569104119,0.3497659161306422,-1.4296182827183186,-1.3416856429521684
5,5,2,-1.346363317157921,-1.1414780970677092,0.8162789490196852,-0.13797167255975365,-1.5140155637241337,-0.9086691647478153,-0.4123949412839498,-0.4969229046222645,-0.8663032981843716
5,2,3,1.7121355486481207,-0.5065093006242957,0.8162789490196852,0.33527608986235696,0.5032476248279404,0.8495713538224376,1.4050655648585388,0.8230521227306762,-1.242843769287577
5,8,0,-0.4288136574161085,-0.4009861978296746,0.8162789490196852,0.7086529766092748,-0.5512308600970075,-0.9086691647478153,-0.23651166649596705,-0.39010257362349526,0.27037824895842993
5,3,0,-0.4288136574161085,-0.6021857339649954,0.8162789490196852,-1.0800590270140848,-0.0010681723100781967,-0.3414948039187017,-0.7055337325972545,0.5723587183240225,0.38569376823378604
5,7,0,-0.4288136574161085,-1.8622608335155826,0.8162789490196852,0.35664559405541535,-0.5512308600970075,0.2256795569104127,0.23251039960532036,-1.275315657984247,0.501009287509143
6,9,4,0.1828861157450998,-0.7990090111660759,0.8162789490196852,-0.7283516357745154,-1.0096997665861147,-1.4758435255769289,-1.760833381325151,-0.21447241694623315,-0.10851560008917102
6,1,0,-0.4288136574161085,-0.7543863004315611,0.8162789490196852,0.30335496555498376,0.5490945154768511,0.2256795569104127,-0.23651166649596705,0.9469896745695491,0.6327984523952646
6,0,2,-1.346363317157921,-1.8044460870817658,0.8162789490196852,-1.559986443079427,-1.0096997665861154,-0.9086691647478153,-0.8227892491225763,-1.2665569832974513,-0.8474762746292113
6,5,1,-0.12296377083550436,0.9249036777681181,-0.9297523408488972,-1.8664207825498877,-0.27614951620354283,0.7928539177395255,1.5223210813838615,-0.2944611942394992,1.2329098282159985
6,8,3,1.7121355486481207,-0.7080362648622293,0.8162789490196852,-0.3750096353643861,-0.09276195360789975,-0.3982122400016131,0.3497659161306422,-1.1561444117873907,-1.3675728003405139
6,3,1,-0.12296377083550436,0.060025506232166355,0.3335910822710719,0.8272037958110235,1.0075634219659588,0.7928539177395255,0.3497659161306422,1.61075845899193,1.308217922436639
6,7,1,-0.12296377083550436,-0.777701676138389,0.8162789490196852,-0.6620181161966523,0.365706952881208,1.4734631507344618,1.5223210813838615,1.6175614458211682,1.4776611344330814
7,9,2,-1.346363317157921,-1.9593545484381871,0.8162789490196852,0.8384331620640417,-0.505383969448096,-0.9086691647478153,-1.2331835569612029,-1.5138050571689337,-0.8286492510740513
7,1,4,0.1828861157450998,-1.7955724744466552,0.8162789490196852,-0.33477111812352106,-0.5512308600970075,-1.022104036913638,-1.4090668317491857,-1.275303214151064,0.0891681472400118
7,0,3,1.7121355486481207,0.8613923547585006,-0.8369801853494078,-1.3264697699052093,-0.09276195360789975,0.2256795569104119,0.3497659161306422,-0.5847714322382181,-1.3416856429521684
