soil_ph,temp,humidity,wind_speed,n,p,k,crop_yield,soil_quality,crop_type_Barley,crop_type_Corn,crop_type_Cotton,crop_type_Potato,crop_type_Rice,crop_type_Soybean,crop_type_Sugarcane,crop_type_Sunflower,crop_type_Tomato,crop_type_Wheat,soil_type_Clay,soil_type_Loamy,soil_type_Peaty,soil_type_Saline,soil_type_Sandy,year,month,day
0.3999999999999999,0.40216015493662427,0.9964939571255318,0.49529988757124005,0.8478260869565216,0.8333333333333333,0.6969696969696969,104.87131032861858,0.8744027303754267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,1
0.5,0.3901289188498904,1.0,0.2510130072302307,0.10869565217391297,0.11111111111111116,0.09090909090909094,58.93979633901676,0.35563139931740617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,1,1
0.0,0.2444451452581351,1.0,0.4582776560934682,0.09782608695652162,0.25,0.3484848484848485,32.97041272118097,0.14539249146757685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1
0.5,0.19308989765524576,1.0,0.5686856843213925,0.21739130434782628,0.2222222222222221,0.2727272727272726,29.35611549155564,0.4273037542662117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014,1,1
0.2999999999999998,0.3329758009630047,1.0,0.47903201219182784,0.32608695652173914,0.25,0.3939393939393939,22.221375114874576,0.47508532423208205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,1
0.0,0.3558874881685392,1.0,0.4169617272292421,0.3369565217391305,0.25,0.13636363636363635,54.25972686316481,0.1563139931740614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,1
0.3999999999999999,0.2746584606814554,1.0,0.5250692630562709,0.5434782608695651,0.8333333333333333,0.8484848484848487,68.11924993406157,0.8252559726962456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,1
0.0,0.24180161910141085,1.0,0.31047583240145815,0.3369565217391305,0.25,0.13636363636363635,28.72353011550643,0.1563139931740614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014,1,2
0.2999999999999998,0.2394007250946456,1.0,0.5806442331206416,0.5869565217391303,0.5277777777777779,0.3939393939393939,51.65627328069812,0.5802047781569966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,2
1.0,0.056027391383259295,1.0,0.6106807685592476,0.4347826086956522,0.5277777777777777,0.5454545454545455,8.159006261940537,0.007508532423208203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,2
0.3999999999999999,0.3776024716051146,1.0,0.6125692346770227,0.6956521739130433,0.8333333333333333,1.0,108.29273092196144,0.8907849829351537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,2
0.2999999999999998,0.39516489333423643,1.0,0.5230479710042304,0.32608695652173914,0.25,0.3939393939393939,31.009610621508735,0.47508532423208205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,2
1.0,0.36255529822997545,1.0,0.7217372159562011,0.5760869565217391,0.5277777777777777,0.40909090909090906,52.589621860831095,0.010238907849829365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,2
1.0,0.40076343195020914,0.9988220488832731,0.4377157240735471,0.4347826086956522,0.6805555555555556,0.681818181818182,65.93659541111212,0.021160409556314014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,2
0.0,0.1402095657882656,1.0,0.7760659712953598,0.4565217391304347,0.3750000000000002,0.24242424242424232,22.325126643223808,0.19317406143344704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,3
0.3999999999999999,0.3487899699731558,1.0,0.6409637484044687,0.5434782608695651,0.6666666666666665,0.6969696969696969,81.29906551707641,0.7651877133105802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,3
0.2999999999999998,0.3003288579920176,1.0,0.6971733099581144,0.19565217391304335,0.38888888888888884,0.5151515151515152,54.13286650296527,0.4894197952218431,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,3
0.0,0.2629351954578193,1.0,0.6729204644918919,0.3369565217391305,0.3750000000000002,0.4545454545454545,39.1232360605833,0.1972696245733788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014,1,3
0.3999999999999999,0.292228890451107,1.0,0.7115042186421761,0.5434782608695651,0.5,0.6969696969696969,19.466158350497768,0.7324232081911264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,3
