Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
44.31111274397572,40.96644247492838,52.50104058082373,0.3999999999999999,0.40216015493662427,0.9964939571255318,0.49529988757124005,0.8478260869565216,0.8333333333333333,0.6969696969696969,0.7670937017906774,0.8744027303754267
51.96636507557602,37.007957258603334,33.40245973159692,0.5,0.3901289188498904,1.0,0.2510130072302307,0.10869565217391297,0.11111111111111116,0.09090909090909094,0.43111652463963696,0.35563139931740617
56.29459567854865,36.92311483099052,31.32725897731085,0.0,0.2444451452581351,1.0,0.4582776560934682,0.09782608695652162,0.25,0.3484848484848485,0.24115718207914197,0.14539249146757685
56.89697855015288,41.9845881532302,33.40830862065336,0.5,0.19308989765524576,1.0,0.5686856843213925,0.21739130434782628,0.2222222222222221,0.2727272727272726,0.21471953012477255,0.4273037542662117
58.08610194626639,32.445278406043144,41.61133784776687,0.2999999999999998,0.3329758009630047,1.0,0.47903201219182784,0.32608695652173914,0.25,0.3939393939393939,0.16253074462108713,0.47508532423208205
52.74637665488468,37.403003128376085,31.32309602968825,0.0,0.3558874881685392,1.0,0.4169617272292421,0.3369565217391305,0.25,0.13636363636363635,0.3968830236119231,0.1563139931740614
50.43645614306856,39.417301137012686,52.50829236858903,0.3999999999999999,0.2746584606814554,1.0,0.5250692630562709,0.5434782608695651,0.8333333333333333,0.8484848484848487,0.49826185991750993,0.8252559726962456
52.940639726342006,37.098972356342614,31.3280894197445,0.0,0.24180161910141085,1.0,0.31047583240145815,0.3369565217391305,0.25,0.13636363636363635,0.21009233126953433,0.1563139931740614
49.11851586547672,40.98753444363545,41.60559108904648,0.2999999999999998,0.2394007250946456,1.0,0.5806442331206416,0.5869565217391303,0.5277777777777779,0.3939393939393939,0.37783943219712807,0.5802047781569966
56.36806036860299,37.02810836577678,33.738129280400855,1.0,0.056027391383259295,1.0,0.6106807685592476,0.4347826086956522,0.5277777777777777,0.5454545454545455,0.05966814374241641,0.007508532423208203
39.67910625859951,41.953510745580424,52.500365478102076,0.3999999999999999,0.3776024716051146,1.0,0.6125692346770227,0.6956521739130433,0.8333333333333333,1.0,0.7921205109016943,0.8907849829351537
52.55962630867496,32.44185219336999,41.60962206574683,0.2999999999999998,0.39516489333423643,1.0,0.5230479710042304,0.32608695652173914,0.25,0.3939393939393939,0.22681442049395126,0.47508532423208205
